release_month,observation_month,cylinder_size_kg,extreme_type,rank_within_block,state,zone,price_ngn,is_shared_extreme,raw_callout_text,tie_member_count,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-05-01,2025-05-01,12.5,LOWEST,1,Yobe,North East,18500,FALSE,Yobe,1,GAS_PRICE_WATCH_May_2025.xlsx,,LPG MAY 2025,55,10,J55
2025-05-01,2025-05-01,12.5,LOWEST,2,Lagos,South West,18535.9954666667,FALSE,Lagos,1,GAS_PRICE_WATCH_May_2025.xlsx,,LPG MAY 2025,56,10,J56
2025-05-01,2025-05-01,12.5,LOWEST,3,Kebbi,North West,18606.5985142857,FALSE,Kebbi,1,GAS_PRICE_WATCH_May_2025.xlsx,,LPG MAY 2025,57,10,J57
2025-06-01,2025-06-01,5.0,HIGHEST,1,Delta,South South,9243.3766144,FALSE,Delta,1,GAS_PRIC_WATCH_JUNE_2025.xlsx,,LPG JUNE 2025,50,2,B50
2025-06-01,2025-06-01,5.0,HIGHEST,2,Cross River,South South,9193.1564012,FALSE,Cross River,1,GAS_PRIC_WATCH_JUNE_2025.xlsx,,LPG JUNE 2025,51,2,B51
2025-06-01,2025-06-01,5.0,HIGHEST,3,Rivers,South South,9188.50947235,FALSE,Rivers,1,GAS_PRIC_WATCH_JUNE_2025.xlsx,,LPG JUNE 2025,52,2,B52
2025-06-01,2025-06-01,5.0,LOWEST,1,Oyo,South West,7100,FALSE,Oyo,1,GAS_PRIC_WATCH_JUNE_2025.xlsx,,LPG JUNE 2025,55,2,B55
2025-06-01,2025-06-01,5.0,LOWEST,2,Plateau,North Central,7200,FALSE,Plateau,1,GAS_PRIC_WATCH_JUNE_2025.xlsx,,LPG JUNE 2025,56,2,B56
2025-06-01,2025-06-01,5.0,LOWEST,3,Yobe,North East,7600,FALSE,Yobe,1,GAS_PRIC_WATCH_JUNE_2025.xlsx,,LPG JUNE 2025,57,2,B57
2025-06-01,2025-06-01,12.5,HIGHEST,1,Delta,South South,23108.441536,FALSE,Delta,1,GAS_PRIC_WATCH_JUNE_2025.xlsx,,LPG JUNE 2025,50,10,J50
2025-06-01,2025-06-01,12.5,HIGHEST,2,Cross River,South South,22982.891003,FALSE,Cross River,1,GAS_PRIC_WATCH_JUNE_2025.xlsx,,LPG JUNE 2025,51,10,J51
2025-06-01,2025-06-01,12.5,HIGHEST,3,Rivers,South South,22971.273680875,FALSE,Rivers,1,GAS_PRIC_WATCH_JUNE_2025.xlsx,,LPG JUNE 2025,52,10,J52
2025-06-01,2025-06-01,12.5,LOWEST,1,Yobe,North East,19000,FALSE,Yobe,1,GAS_PRIC_WATCH_JUNE_2025.xlsx,,LPG JUNE 2025,55,10,J55
2025-06-01,2025-06-01,12.5,LOWEST,2,Niger,North Central,19242.4787744278,FALSE,Niger,1,GAS_PRIC_WATCH_JUNE_2025.xlsx,,LPG JUNE 2025,56,10,J56
2025-06-01,2025-06-01,12.5,LOWEST,3,Jigawa,North West,20025.9409173611,FALSE,Jigawa,1,GAS_PRIC_WATCH_JUNE_2025.xlsx,,LPG JUNE 2025,57,10,J57
2025-07-01,2025-07-01,5.0,HIGHEST,1,Adamawa,North East,9011.35651739332,FALSE,Adamawa,1,LPG_July_2025.zip,GAS_PRICE_WATCH_JULY_2025.xlsx,LPG_JULY_2025,50,2,B50
2025-07-01,2025-07-01,5.0,HIGHEST,2,Rivers,South South,9004.997973932,FALSE,Rivers,1,LPG_July_2025.zip,GAS_PRICE_WATCH_JULY_2025.xlsx,LPG_JULY_2025,51,2,B51
2025-07-01,2025-07-01,5.0,HIGHEST,3,Taraba,North East,8945.42937981252,FALSE,Taraba,1,LPG_July_2025.zip,GAS_PRICE_WATCH_JULY_2025.xlsx,LPG_JULY_2025,52,2,B52
2025-07-01,2025-07-01,5.0,LOWEST,1,Yobe,North East,7612,FALSE,Yobe,1,LPG_July_2025.zip,GAS_PRICE_WATCH_JULY_2025.xlsx,LPG_JULY_2025,55,2,B55
2025-07-01,2025-07-01,5.0,LOWEST,2,Niger,North Central,7661.996546804559,FALSE,Niger,1,LPG_July_2025.zip,GAS_PRICE_WATCH_JULY_2025.xlsx,LPG_JULY_2025,56,2,B56
2025-07-01,2025-07-01,5.0,LOWEST,3,Nasarawa,North Central,8000.248145411279,FALSE,Nasarawa,1,LPG_July_2025.zip,GAS_PRICE_WATCH_JULY_2025.xlsx,LPG_JULY_2025,57,2,B57
2025-07-01,2025-07-01,12.5,HIGHEST,1,Adamawa,North East,22528.3912934833,FALSE,Adamawa,1,LPG_July_2025.zip,GAS_PRICE_WATCH_JULY_2025.xlsx,LPG_JULY_2025,50,10,J50
2025-07-01,2025-07-01,12.5,HIGHEST,2,Rivers,South South,22512.49493483,FALSE,Rivers,1,LPG_July_2025.zip,GAS_PRICE_WATCH_JULY_2025.xlsx,LPG_JULY_2025,51,10,J51
2025-07-01,2025-07-01,12.5,HIGHEST,3,Taraba,North East,22363.5734495313,FALSE,Taraba,1,LPG_July_2025.zip,GAS_PRICE_WATCH_JULY_2025.xlsx,LPG_JULY_2025,52,10,J52
2025-07-01,2025-07-01,12.5,LOWEST,1,Yobe,North East,19030,FALSE,Yobe,1,LPG_July_2025.zip,GAS_PRICE_WATCH_JULY_2025.xlsx,LPG_JULY_2025,55,10,J55
2025-07-01,2025-07-01,12.5,LOWEST,2,Niger,North Central,19154.9913670114,FALSE,Niger,1,LPG_July_2025.zip,GAS_PRICE_WATCH_JULY_2025.xlsx,LPG_JULY_2025,56,10,J56
2025-07-01,2025-07-01,12.5,LOWEST,3,Nasarawa,North Central,20000.6203635282,FALSE,Nasarawa,1,LPG_July_2025.zip,GAS_PRICE_WATCH_JULY_2025.xlsx,LPG_JULY_2025,57,10,J57
2025-08-01,2025-08-01,5.0,HIGHEST,1,Katsina,North West,6945.214285714286,FALSE,Katsina,1,LPG_AUGUST_2025.zip,GAS_PRICE_WATCH_AUGUST_2025___.xlsx,LPG AUGUST 2025,50,2,B50
2025-08-01,2025-08-01,5.0,HIGHEST,2,Taraba,North East,6893.11822222224,FALSE,Taraba,1,LPG_AUGUST_2025.zip,GAS_PRICE_WATCH_AUGUST_2025___.xlsx,LPG AUGUST 2025,51,2,B51
2025-08-01,2025-08-01,5.0,HIGHEST,3,Rivers,South South,6886.49257142856,FALSE,Rivers,1,LPG_AUGUST_2025.zip,GAS_PRICE_WATCH_AUGUST_2025___.xlsx,LPG AUGUST 2025,52,2,B52
2025-08-01,2025-08-01,5.0,LOWEST,1,Delta,South South,5657.5,FALSE,Delta,1,LPG_AUGUST_2025.zip,GAS_PRICE_WATCH_AUGUST_2025___.xlsx,LPG AUGUST 2025,55,2,B55
2025-08-01,2025-08-01,5.0,LOWEST,2,Bauchi,North East,5721.75,FALSE,Bauchi,1,LPG_AUGUST_2025.zip,GAS_PRICE_WATCH_AUGUST_2025___.xlsx,LPG AUGUST 2025,56,2,B56
2025-08-01,2025-08-01,5.0,LOWEST,3,Borno,North East,6070.5560000000005,FALSE,Borno,1,LPG_AUGUST_2025.zip,GAS_PRICE_WATCH_AUGUST_2025___.xlsx,LPG AUGUST 2025,57,2,B57
2025-08-01,2025-08-01,12.5,HIGHEST,1,Yobe,North East,16887.42,FALSE,Yobe,1,LPG_AUGUST_2025.zip,GAS_PRICE_WATCH_AUGUST_2025___.xlsx,LPG AUGUST 2025,50,10,J50
2025-08-01,2025-08-01,12.5,HIGHEST,2,Adamawa,North East,16872.4,FALSE,Adamawa,1,LPG_AUGUST_2025.zip,GAS_PRICE_WATCH_AUGUST_2025___.xlsx,LPG AUGUST 2025,51,10,J51
2025-08-01,2025-08-01,12.5,HIGHEST,3,Ebonyi,South East,16859.1666666667,FALSE,Ebonyi,1,LPG_AUGUST_2025.zip,GAS_PRICE_WATCH_AUGUST_2025___.xlsx,LPG AUGUST 2025,52,10,J52
2025-08-01,2025-08-01,12.5,LOWEST,1,Benue,North Central,15102.5,FALSE,Benue,1,LPG_AUGUST_2025.zip,GAS_PRICE_WATCH_AUGUST_2025___.xlsx,LPG AUGUST 2025,55,10,J55
2025-08-01,2025-08-01,12.5,LOWEST,2,Borno,North East,15176.39,FALSE,Borno,1,LPG_AUGUST_2025.zip,GAS_PRICE_WATCH_AUGUST_2025___.xlsx,LPG AUGUST 2025,56,10,J56
2025-08-01,2025-08-01,12.5,LOWEST,3,Imo,South East,15177.578,FALSE,Imo,1,LPG_AUGUST_2025.zip,GAS_PRICE_WATCH_AUGUST_2025___.xlsx,LPG AUGUST 2025,57,10,J57
2025-09-01,2025-09-01,5.0,HIGHEST,1,Katsina,North West,6950.063408,FALSE,Katsina,1,LPG_Report_Sept_2025.zip,GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,LPG_SEPTEMBER_2025,50,2,B50
2025-09-01,2025-09-01,5.0,HIGHEST,2,Taraba,North East,6895.28490666667,FALSE,Taraba,1,LPG_Report_Sept_2025.zip,GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,LPG_SEPTEMBER_2025,51,2,B51
2025-09-01,2025-09-01,5.0,HIGHEST,3,Osun,South West,6873.1866666666665,FALSE,Osun,1,LPG_Report_Sept_2025.zip,GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,LPG_SEPTEMBER_2025,52,2,B52
2025-09-01,2025-09-01,5.0,LOWEST,1,Bauchi,North East,5539.315,FALSE,Bauchi,1,LPG_Report_Sept_2025.zip,GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,LPG_SEPTEMBER_2025,55,2,B55
2025-09-01,2025-09-01,5.0,LOWEST,2,Delta,South South,5781.85527272727,FALSE,Delta,1,LPG_Report_Sept_2025.zip,GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,LPG_SEPTEMBER_2025,56,2,B56
2025-09-01,2025-09-01,5.0,LOWEST,3,Benue,North Central,6048.1587500000005,FALSE,Benue,1,LPG_Report_Sept_2025.zip,GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,LPG_SEPTEMBER_2025,57,2,B57
2025-09-01,2025-09-01,12.5,HIGHEST,1,Ebonyi,South East,16854.1142857143,FALSE,Ebonyi,1,LPG_Report_Sept_2025.zip,GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,LPG_SEPTEMBER_2025,50,10,J50
2025-09-01,2025-09-01,12.5,HIGHEST,2,Abuja,North Central,16785.847775,FALSE,Abuja,1,LPG_Report_Sept_2025.zip,GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,LPG_SEPTEMBER_2025,51,10,J51
2025-09-01,2025-09-01,12.5,HIGHEST,3,Zamfara,North West,16781.58625,FALSE,Zamfara,1,LPG_Report_Sept_2025.zip,GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,LPG_SEPTEMBER_2025,52,10,J52
2025-09-01,2025-09-01,12.5,LOWEST,1,Imo,South East,15042.8333333333,FALSE,Imo,1,LPG_Report_Sept_2025.zip,GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,LPG_SEPTEMBER_2025,55,10,J55
2025-09-01,2025-09-01,12.5,LOWEST,2,Benue,North Central,15120.396875,FALSE,Benue,1,LPG_Report_Sept_2025.zip,GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,LPG_SEPTEMBER_2025,56,10,J56
2025-09-01,2025-09-01,12.5,LOWEST,3,Borno,North East,15179.75,FALSE,Borno,1,LPG_Report_Sept_2025.zip,GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,LPG_SEPTEMBER_2025,57,10,J57
2025-10-01,2025-10-01,5.0,HIGHEST,1,Borno,North East,8376.442819148935,FALSE,Borno,1,LPG_Report_OCT_25.zip,GAS PRICE WATCH OCTOBER 2025.xlsx,LPG OCTOBER_2025,50,2,B50
2025-10-01,2025-10-01,5.0,HIGHEST,2,Yobe,North East,8357.983924349894,FALSE,Yobe,1,LPG_Report_OCT_25.zip,GAS PRICE WATCH OCTOBER 2025.xlsx,LPG OCTOBER_2025,51,2,B51
2025-10-01,2025-10-01,5.0,HIGHEST,3,Ondo,South West,8340.29964539007,FALSE,Ondo,1,LPG_Report_OCT_25.zip,GAS PRICE WATCH OCTOBER 2025.xlsx,LPG OCTOBER_2025,52,2,B52
2025-10-01,2025-10-01,5.0,LOWEST,1,Bauchi,North East,7051.5445035461,FALSE,Bauchi,1,LPG_Report_OCT_25.zip,GAS PRICE WATCH OCTOBER 2025.xlsx,LPG OCTOBER_2025,55,2,B55
2025-10-01,2025-10-01,5.0,LOWEST,2,Ebonyi,South East,7744.994402228972,FALSE,Ebonyi,1,LPG_Report_OCT_25.zip,GAS PRICE WATCH OCTOBER 2025.xlsx,LPG OCTOBER_2025,56,2,B56
2025-10-01,2025-10-01,5.0,LOWEST,3,Akwa Ibom,South South,7806.309701114504,FALSE,Akwa Ibom,1,LPG_Report_OCT_25.zip,GAS PRICE WATCH OCTOBER 2025.xlsx,LPG OCTOBER_2025,57,2,B57
2025-10-01,2025-10-01,12.5,HIGHEST,1,Borno,North East,19391.56875,FALSE,Borno,1,LPG_Report_OCT_25.zip,GAS PRICE WATCH OCTOBER 2025.xlsx,LPG OCTOBER_2025,50,10,J50
2025-10-01,2025-10-01,12.5,HIGHEST,2,Yobe,North East,19339.5146666667,FALSE,Yobe,1,LPG_Report_OCT_25.zip,GAS PRICE WATCH OCTOBER 2025.xlsx,LPG OCTOBER_2025,51,10,J51
2025-10-01,2025-10-01,12.5,HIGHEST,3,Ondo,South West,19289.645,FALSE,Ondo,1,LPG_Report_OCT_25.zip,GAS PRICE WATCH OCTOBER 2025.xlsx,LPG OCTOBER_2025,52,10,J52
2025-10-01,2025-10-01,12.5,LOWEST,1,Ebonyi,South East,17610.8842142857,FALSE,Ebonyi,1,LPG_Report_OCT_25.zip,GAS PRICE WATCH OCTOBER 2025.xlsx,LPG OCTOBER_2025,55,10,J55
2025-10-01,2025-10-01,12.5,LOWEST,2,Akwa Ibom,South South,17783.7933571429,FALSE,Akwa Ibom,1,LPG_Report_OCT_25.zip,GAS PRICE WATCH OCTOBER 2025.xlsx,LPG OCTOBER_2025,56,10,J56
2025-10-01,2025-10-01,12.5,LOWEST,3,Anambra,South East,17787.4092857143,FALSE,Anambra,1,LPG_Report_OCT_25.zip,GAS PRICE WATCH OCTOBER 2025.xlsx,LPG OCTOBER_2025,57,10,J57
2025-11-01,2025-11-01,5.0,HIGHEST,1,Jigawa,North West,5863.724540499999,FALSE,Jigawa,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH NOVEMBER 2025__.xlsx,LPG NOVEMBER 2025,50,2,B50
2025-11-01,2025-11-01,5.0,HIGHEST,2,Osun,South West,5811.9881940000005,FALSE,Osun,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH NOVEMBER 2025__.xlsx,LPG NOVEMBER 2025,51,2,B51
2025-11-01,2025-11-01,5.0,HIGHEST,3,Delta,South South,5783.964652727281,FALSE,Delta,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH NOVEMBER 2025__.xlsx,LPG NOVEMBER 2025,52,2,B52
2025-11-01,2025-11-01,5.0,LOWEST,1,Edo,South South,5014.4282220000005,FALSE,Edo,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH NOVEMBER 2025__.xlsx,LPG NOVEMBER 2025,55,2,B55
2025-11-01,2025-11-01,5.0,LOWEST,2,Katsina,North West,5027.8644608,FALSE,Katsina,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH NOVEMBER 2025__.xlsx,LPG NOVEMBER 2025,56,2,B56
2025-11-01,2025-11-01,5.0,LOWEST,3,Bauchi,North East,5043.4521540000005,FALSE,Bauchi,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH NOVEMBER 2025__.xlsx,LPG NOVEMBER 2025,57,2,B57
2025-11-01,2025-11-01,12.5,HIGHEST,1,Ondo,South West,14989.92015,FALSE,Ondo,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH NOVEMBER 2025__.xlsx,LPG NOVEMBER 2025,50,10,J50
2025-11-01,2025-11-01,12.5,HIGHEST,2,Jigawa,North West,14659.31135125,FALSE,Jigawa,1,LPG_Nov_Dec_2025.zip,GAS PRICE WATCH NOVEMBER 2025__.xlsx,LPG NOVEMBER 2025,51,10,J51
