release_month,observation_month,geography_type,geography_name,geography_raw_label,state,zone,is_aggregate,price_ngn_per_litre,unit,source_period_label,is_primary_release,source_anomaly,header_row_used,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-01-01,2024-01-01,ZONE,North Central,NORTH CENTRAL,,North Central,TRUE,1205.1112244898,NGN per litre,2024-01-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,2,2,B2
2025-01-01,2024-01-01,ZONE,North East,NORTH EAST,,North East,TRUE,1074.02958152958,NGN per litre,2024-01-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,10,2,B10
2025-01-01,2024-01-01,ZONE,North West,NORTH WEST,,North West,TRUE,1148.87429321789,NGN per litre,2024-01-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,17,2,B17
2025-01-01,2024-01-01,ZONE,South East,SOUTH EAST,,South East,TRUE,1178.05862143944,NGN per litre,2024-01-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,25,2,B25
2025-01-01,2024-01-01,ZONE,South South,SOUTH SOUTH,,South South,TRUE,1123.60052910053,NGN per litre,2024-01-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,31,2,B31
2025-01-01,2024-01-01,ZONE,South West,SOUTH WEST,,South West,TRUE,1184.5415321614,NGN per litre,2024-01-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,38,2,B38
2025-01-01,2024-01-01,NATIONAL,Nigeria,NATIONAL,,,TRUE,1153.00598886216,NGN per litre,2024-01-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,45,2,B45
2025-01-01,2024-12-01,STATE,Abia,Abia,Abia,South East,FALSE,1350.2,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,26,3,C26
2025-01-01,2024-12-01,STATE,Abuja,Abuja,Abuja,North Central,FALSE,1325,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,3,3,C3
2025-01-01,2024-12-01,STATE,Adamawa,Adamawa,Adamawa,North East,FALSE,1500,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,11,3,C11
2025-01-01,2024-12-01,STATE,Akwa Ibom,Akwa Ibom,Akwa Ibom,South South,FALSE,1448.5,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,32,3,C32
2025-01-01,2024-12-01,STATE,Anambra,Anambra,Anambra,South East,FALSE,1310.73001098633,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,27,3,C27
2025-01-01,2024-12-01,STATE,Bauchi,Bauchi,Bauchi,North East,FALSE,2300,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,12,3,C12
2025-01-01,2024-12-01,STATE,Bayelsa,Bayelsa,Bayelsa,South South,FALSE,1608.33333333333,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,33,3,C33
2025-01-01,2024-12-01,STATE,Benue,Benue,Benue,North Central,FALSE,1780,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,4,3,C4
2025-01-01,2024-12-01,STATE,Borno,Borno,Borno,North East,FALSE,1725.47978210449,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,13,3,C13
2025-01-01,2024-12-01,STATE,Cross River,Cross River,Cross River,South South,FALSE,1381.59858398437,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,34,3,C34
2025-01-01,2024-12-01,STATE,Delta,Delta,Delta,South South,FALSE,1475,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,35,3,C35
2025-01-01,2024-12-01,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,1332.01416015625,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,28,3,C28
2025-01-01,2024-12-01,STATE,Edo,Edo,Edo,South South,FALSE,1400,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,36,3,C36
2025-01-01,2024-12-01,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,1257.85714285714,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,39,3,C39
2025-01-01,2024-12-01,STATE,Enugu,Enugu,Enugu,South East,FALSE,1422.57444932726,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,29,3,C29
2025-01-01,2024-12-01,STATE,Gombe,Gombe,Gombe,North East,FALSE,1479.17080078125,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,14,3,C14
2025-01-01,2024-12-01,STATE,Imo,Imo,Imo,South East,FALSE,1307.375,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,30,3,C30
2025-01-01,2024-12-01,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,1433.33333333333,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,18,3,C18
2025-01-01,2024-12-01,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,1311.53846153846,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,19,3,C19
2025-01-01,2024-12-01,STATE,Kano,Kano,Kano,North West,FALSE,1405.55555555556,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,20,3,C20
2025-01-01,2024-12-01,STATE,Katsina,Katsina,Katsina,North West,FALSE,1350,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,21,3,C21
2025-01-01,2024-12-01,STATE,Kebbi,Kebbi,Kebbi,North West,FALSE,1340,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,22,3,C22
2025-01-01,2024-12-01,STATE,Kogi,Kogi,Kogi,North Central,FALSE,1282.5,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,5,3,C5
2025-01-01,2024-12-01,STATE,Kwara,Kwara,Kwara,North Central,FALSE,1433.33333333333,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,6,3,C6
2025-01-01,2024-12-01,STATE,Lagos,Lagos,Lagos,South West,FALSE,1215,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,40,3,C40
2025-01-01,2024-12-01,STATE,Nasarawa,Nassarawa,Nasarawa,North Central,FALSE,1550,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,7,3,C7
2025-01-01,2024-12-01,STATE,Niger,Niger,Niger,North Central,FALSE,1481.25,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,8,3,C8
2025-01-01,2024-12-01,STATE,Ogun,Ogun,Ogun,South West,FALSE,1231.63636363636,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,41,3,C41
2025-01-01,2024-12-01,STATE,Ondo,Ondo,Ondo,South West,FALSE,1395.45454545455,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,42,3,C42
2025-01-01,2024-12-01,STATE,Osun,Osun,Osun,South West,FALSE,1363.63636363636,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,43,3,C43
2025-01-01,2024-12-01,STATE,Oyo,Oyo,Oyo,South West,FALSE,1348.66666666667,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,44,3,C44
2025-01-01,2024-12-01,STATE,Plateau,Plateau,Plateau,North Central,FALSE,1650,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,9,3,C9
2025-01-01,2024-12-01,STATE,Rivers,Rivers,Rivers,South South,FALSE,1471.42857142857,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,37,3,C37
2025-01-01,2024-12-01,STATE,Sokoto,Sokoto,Sokoto,North West,FALSE,1575,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,23,3,C23
2025-01-01,2024-12-01,STATE,Taraba,Taraba,Taraba,North East,FALSE,1537.78361002604,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,15,3,C15
2025-01-01,2024-12-01,STATE,Yobe,Yobe,Yobe,North East,FALSE,1467.52129255022,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,16,3,C16
2025-01-01,2024-12-01,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,1314.28571428571,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,24,3,C24
2025-01-01,2024-12-01,ZONE,North Central,NORTH CENTRAL,,North Central,TRUE,1500.29761904762,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,2,3,C2
2025-01-01,2024-12-01,ZONE,North East,NORTH EAST,,North East,TRUE,1668.32591424367,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,10,3,C10
2025-01-01,2024-12-01,ZONE,North West,NORTH WEST,,North West,TRUE,1389.95900924472,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,17,3,C17
2025-01-01,2024-12-01,ZONE,South East,SOUTH EAST,,South East,TRUE,1344.57872409397,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,25,3,C25
2025-01-01,2024-12-01,ZONE,South South,SOUTH SOUTH,,South South,TRUE,1464.14341479105,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,31,3,C31
2025-01-01,2024-12-01,ZONE,South West,SOUTH WEST,,South West,TRUE,1302.04184704185,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,38,3,C38
2025-01-01,2024-12-01,NATIONAL,Nigeria,NATIONAL,,,TRUE,1447.61505608042,NGN per litre,2024-12-14,FALSE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,45,3,C45
2025-01-01,2025-01-01,STATE,Abia,Abia,Abia,South East,FALSE,1508.10127633333,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,26,4,D26
2025-01-01,2025-01-01,STATE,Abuja,Abuja,Abuja,North Central,FALSE,1960,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,3,4,D3
2025-01-01,2025-01-01,STATE,Adamawa,Adamawa,Adamawa,North East,FALSE,1800,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,11,4,D11
2025-01-01,2025-01-01,STATE,Akwa Ibom,Akwa Ibom,Akwa Ibom,South South,FALSE,1714.28571428571,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,32,4,D32
2025-01-01,2025-01-01,STATE,Anambra,Anambra,Anambra,South East,FALSE,1225,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,27,4,D27
2025-01-01,2025-01-01,STATE,Bauchi,Bauchi,Bauchi,North East,FALSE,2000,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,12,4,D12
2025-01-01,2025-01-01,STATE,Bayelsa,Bayelsa,Bayelsa,South South,FALSE,1700,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,33,4,D33
2025-01-01,2025-01-01,STATE,Benue,Benue,Benue,North Central,FALSE,1925,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,4,4,D4
2025-01-01,2025-01-01,STATE,Borno,Borno,Borno,North East,FALSE,1550,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,13,4,D13
2025-01-01,2025-01-01,STATE,Cross River,Cross River,Cross River,South South,FALSE,1433.33333333333,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,34,4,D34
2025-01-01,2025-01-01,STATE,Delta,Delta,Delta,South South,FALSE,1385.71428571429,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,35,4,D35
2025-01-01,2025-01-01,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,1293.3735715,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,28,4,D28
2025-01-01,2025-01-01,STATE,Edo,Edo,Edo,South South,FALSE,1372.22222222222,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,36,4,D36
2025-01-01,2025-01-01,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,1288.57142857143,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,39,4,D39
2025-01-01,2025-01-01,STATE,Enugu,Enugu,Enugu,South East,FALSE,1500,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,29,4,D29
2025-01-01,2025-01-01,STATE,Gombe,Gombe,Gombe,North East,FALSE,1400,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,14,4,D14
2025-01-01,2025-01-01,STATE,Imo,Imo,Imo,South East,FALSE,1360,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,30,4,D30
2025-01-01,2025-01-01,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,1250,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,18,4,D18
2025-01-01,2025-01-01,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,1320,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,19,4,D19
2025-01-01,2025-01-01,STATE,Kano,Kano,Kano,North West,FALSE,1670,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,20,4,D20
2025-01-01,2025-01-01,STATE,Katsina,Katsina,Katsina,North West,FALSE,1463.33333333333,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,21,4,D21
2025-01-01,2025-01-01,STATE,Kebbi,Kebbi,Kebbi,North West,FALSE,1296,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,22,4,D22
2025-01-01,2025-01-01,STATE,Kogi,Kogi,Kogi,North Central,FALSE,1200,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,5,4,D5
2025-01-01,2025-01-01,STATE,Kwara,Kwara,Kwara,North Central,FALSE,1465.084015,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,6,4,D6
2025-01-01,2025-01-01,STATE,Lagos,Lagos,Lagos,South West,FALSE,1324.44444444444,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,40,4,D40
2025-01-01,2025-01-01,STATE,Nasarawa,Nassarawa,Nasarawa,North Central,FALSE,1735.0683142,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,7,4,D7
2025-01-01,2025-01-01,STATE,Niger,Niger,Niger,North Central,FALSE,1475.16373214286,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,8,4,D8
2025-01-01,2025-01-01,STATE,Ogun,Ogun,Ogun,South West,FALSE,1250,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,41,4,D41
2025-01-01,2025-01-01,STATE,Ondo,Ondo,Ondo,South West,FALSE,1401,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,42,4,D42
2025-01-01,2025-01-01,STATE,Osun,Osun,Osun,South West,FALSE,1388.88888888889,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,43,4,D43
2025-01-01,2025-01-01,STATE,Oyo,Oyo,Oyo,South West,FALSE,1315,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,44,4,D44
2025-01-01,2025-01-01,STATE,Plateau,Plateau,Plateau,North Central,FALSE,2002.441007,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,9,4,D9
2025-01-01,2025-01-01,STATE,Rivers,Rivers,Rivers,South South,FALSE,1406.25,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,37,4,D37
2025-01-01,2025-01-01,STATE,Sokoto,Sokoto,Sokoto,North West,FALSE,1600,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,23,4,D23
2025-01-01,2025-01-01,STATE,Taraba,Taraba,Taraba,North East,FALSE,1700,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,15,4,D15
2025-01-01,2025-01-01,STATE,Yobe,Yobe,Yobe,North East,FALSE,1600,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,16,4,D16
2025-01-01,2025-01-01,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,1280,NGN per litre,2025-01-14,TRUE,,1,AGO_JAN_2025.xlsx,,DIESEL JANUARY 2025 ,24,4,D24
